Participant,Paragraph,Gazes,AOIGazes,OffScreenGazesPix,OffScreenGazesProp,avg_response_to_tut,avg_correctness_score,avg_question_rt,avg_text_rt,cluster_num_clusters,cluster_avg_duration,cluster_sd_duration,cluster_skew_duration,dispersion
5e89ce643ac81466c24cb5d8,37,842,550,43,98,0.2857142857142857,0.8,8.113640000028587,12.4251525,127,0.0364259842628597,0.0035093121686627,7.025416916505846,0.3460369486239033
5e89ce643ac81466c24cb5d8,38,1227,570,324,370,0.2857142857142857,0.8,8.113640000028587,12.4251525,205,0.0376287804815283,0.0041738449087703,7.215225577179351,0.3322700453826164
5e89ce643ac81466c24cb5d8,39,179,33,16,26,0.2857142857142857,0.8,8.113640000028587,12.4251525,31,0.0351838709400456,0.005732951363518,-3.63312670384811,0.3259318113342443
5e8a1827052175000938eb91,1,406,139,24,32,0.2857142857142857,0.6,11.23352999999671,9.237105,10,0.0659000000011969,0.0334301926090387,-0.7474497289506232,0.6187128107931348
5e8a1827052175000938eb91,2,548,322,22,51,0.2857142857142857,0.6,11.23352999999671,9.237105,18,0.0570888888903793,0.0231500194101063,-0.8005417001531908,0.4104624842913548
5e8a1827052175000938eb91,3,333,175,10,18,0.2857142857142857,0.6,11.23352999999671,9.237105,9,0.0476111111114411,0.0268585854285128,-0.084593622823259,0.5974883515583781
5e8a1827052175000938eb91,4,481,308,14,34,0.2857142857142857,0.6,11.23352999999671,9.237105,15,0.0703533333345212,0.0283037318755692,0.2261154709590486,0.546623304881427
5e8a1827052175000938eb91,6,277,127,17,25,0.2857142857142857,0.6,11.23352999999671,9.237105,11,0.0483090909085413,0.0229172186183121,-0.5701749615089388,0.6108137717972675
5e8a1827052175000938eb91,13,396,151,20,38,0.2857142857142857,0.6,11.23352999999671,9.237105,9,0.0338999999990081,0.0133453175306447,-2.54277826226582,0.5887571321308905
5e8a1827052175000938eb91,30,471,257,18,29,0.2857142857142857,0.6,11.23352999999671,9.237105,14,0.0548857142880581,0.026292755862673,2.127631994907614,0.5375348099763934
5e8a1827052175000938eb91,34,293,183,4,6,0.2857142857142857,0.6,11.23352999999671,9.237105,14,0.0508785714332464,0.021902938987172,-0.6580687530437055,0.5635469279159089
5e8a1827052175000938eb91,35,262,116,6,10,0.2857142857142857,0.6,11.23352999999671,9.237105,13,0.0438538461533948,0.0207197013871094,2.471801450769004,0.46853583733455
