Participant,Paragraph,Gazes,AOIGazes,OffScreenGazesPix,OffScreenGazesProp,cluster_num_clusters,cluster_avg_duration,cluster_sd_duration,cluster_skew_duration,dispersion
5f8cbc5c355ea745e6cef2ca,17,80,17,0,0,7,0.0297999999829652,0.0147920023408766,-1.3404184609153715,0.5501939834246213
5f8cbc5c355ea745e6cef2ca,18,358,83,49,77,58,0.0191534482803836,0.0102265086396901,2.8457614586055446,0.4063499106931755
5f8cbc5c355ea745e6cef2ca,19,238,80,37,50,26,0.0242653846098821,0.0153670541717693,0.5303461075056284,0.2618363642225718
5f8cbc5c355ea745e6cef2ca,20,1072,486,180,236,141,0.0214418439679093,0.0134360344627144,2.4391455922368053,0.3196931141308884
5f8cbc5c355ea745e6cef2ca,21,674,296,125,189,87,0.0214459770145097,0.0129943172139665,2.028251321089209,0.3889653648154482
5f8cbc5c355ea745e6cef2ca,22,825,63,452,484,148,0.0183655405365149,0.0093398619952816,2.9450313605758627,0.3503078316559976
5f8cbc5c355ea745e6cef2ca,23,64,4,0,0,4,0.0243500000119245,0.0223503169388227,-0.1474935137920155,0.64800292809222
5f8cbc5c355ea745e6cef2ca,24,739,252,279,303,102,0.0219735294033522,0.012261950536981,1.3817206875287988,0.3620519666069573
5f8cbc5c355ea745e6cef2ca,25,672,148,248,286,51,0.0279941176381712,0.0145793471917309,0.6766395370292438,0.4648401334186107
5f8cbc5c355ea745e6cef2ca,26,810,331,159,213,107,0.0219663551408618,0.0123156974807166,1.8118261078560396,0.3843762961666377
5f8cbc5c355ea745e6cef2ca,27,392,133,58,66,79,0.0160265822757665,0.0054931824583661,6.841224431957016,0.3611856626402681
5f8cbc5c355ea745e6cef2ca,28,459,104,103,138,44,0.0264545454583157,0.0165398666267844,1.4111106470660053,0.4797675837560851
5f8cbc5c355ea745e6cef2ca,29,815,463,25,65,85,0.023834117653228,0.0152150579612559,1.3986285786484054,0.3832628390593123
5f8cbc5c355ea745e6cef2ca,30,1034,591,76,152,90,0.0295988888896917,0.0165436398939573,0.7020893724488338,0.3719114143885192
5f8cbc5c355ea745e6cef2ca,31,702,284,30,77,133,0.0169962405970198,0.006771054771019,4.856132952140209,0.3276764479234759
5f8cbc5c355ea745e6cef2ca,32,559,252,39,55,83,0.0232397590338465,0.0145571031991053,1.6437277182818784,0.1948853277200269
5f8cbc5c355ea745e6cef2ca,33,428,69,175,179,35,0.0279999999931735,0.0140201325836983,0.455627234556948,0.4032644933821009
5f8cbc5c355ea745e6cef2ca,34,641,231,169,216,63,0.0247476190559456,0.0136155965665008,0.6545370913409727,0.2907344683418739
5f8cbc5c355ea745e6cef2ca,35,528,60,195,226,36,0.0366083333379724,0.0174512279596063,0.1242822290680693,0.4317484583822315
5f8cbc5c355ea745e6cef2ca,36,544,175,106,169,81,0.0235975308615447,0.0184952357014375,3.1499027985505474,0.371726248496225
5f8cbc5c355ea745e6cef2ca,37,830,284,176,237,185,0.0168610810806951,0.0075604231882777,5.102353988564229,0.3420411305480222
5f8cbc5c355ea745e6cef2ca,38,1206,503,322,399,176,0.0199875000010852,0.0118529881655396,2.459372653549362,0.3049097998040313
5f8cbc5c355ea745e6cef2ca,39,262,42,2,2,55,0.0156818181753103,0.0071807894706728,5.133592396285963,0.4233996376825825
5f8cbc5c355ea745e6cef2ca,40,785,274,40,74,120,0.0209216666764082,0.0115205711703374,2.0575848087411552,0.3037680025441647
5f9b6cc0e01ad13902b38f60,1,331,78,30,42,2,0.0801499999984969,0.0286378246380612,,1.0
5f9b6cc0e01ad13902b38f60,2,617,377,24,66,7,0.0648285714296223,0.03915685186024,-0.5866845675189861,0.4602774839764316
5f9b6cc0e01ad13902b38f60,3,573,341,76,128,4,0.0500749999988923,0.0357243497728302,0.6585294068242843,0.5705650047156857
5f9b6cc0e01ad13902b38f60,4,739,457,84,164,6,0.0710666666669252,0.0338870279996789,-0.6816550750580532,0.5259742192932196
5f9b6cc0e01ad13902b38f60,5,210,42,2,8,1,0.030399999998508,,,0.0
5f9b6cc0e01ad13902b38f60,6,418,276,24,56,7,0.0720428571428588,0.0319284542456703,-0.4989936403148844,0.4132940209686495
5f9b6cc0e01ad13902b38f60,7,422,278,8,44,4,0.0591000000003759,0.0343360840316066,0.0436766801310115,0.6168350595079627
5f9b6cc0e01ad13902b38f60,8,64,29,2,2,3,0.0343333333333337,0.0335310801098523,-0.2231204743936294,0.7306617865516221
5f9b6cc0e01ad13902b38f60,9,485,214,56,115,5,0.0533600000011807,0.0258979342810161,-0.1383402244124529,0.4640848757889446
5f9b6cc0e01ad13902b38f60,10,194,63,32,48,4,0.060125000000761,0.0339435192630875,-0.1367955968205599,0.6273257799918392
5f9b6cc0e01ad13902b38f60,11,226,102,10,28,2,0.0486500000007528,0.0156270598631579,,1.0
5f9b6cc0e01ad13902b38f60,12,320,139,40,78,3,0.0431000000019969,0.0254896057267765,-1.6100184963466864,0.8081822049649352
5f9b6cc0e01ad13902b38f60,13,302,198,22,48,5,0.0624600000003025,0.0403220535175034,-0.9640308995657628,0.5386124676581402
5f9b6cc0e01ad13902b38f60,14,320,135,24,48,2,0.0306999999992294,0.0434163563637643,,0.9999999999999998
5f9b6cc0e01ad13902b38f60,15,173,82,18,26,3,0.0696666666666675,0.0604126918233455,-1.7115503702785484,0.6976100866006404
5f9b6cc0e01ad13902b38f60,16,88,19,4,4,3,0.052666666669173,0.0142693143957354,-1.7224858149117983,0.726284327562969
5f9b6cc0e01ad13902b38f60,17,38,17,0,0,3,0.0428999999990029,0.0214165823594689,-1.7133346807944374,0.6936254907807168
5f9b6cc0e01ad13902b38f60,18,98,26,2,12,3,0.0315999999990132,0.0281277443097318,-1.3252038573682758,0.9072673975271413
5f9b6cc0e01ad13902b38f60,19,103,26,0,0,3,0.0384666666676585,0.020862486268581,-0.1794616770138877,0.6982322136911832
5f9b6cc0e01ad13902b38f60,20,388,163,6,16,5,0.0673199999994057,0.0345879603323154,-0.3085825721610385,0.5149139814595116
5f9b6cc0e01ad13902b38f60,21,547,85,50,82,15,0.0624799999999001,0.021809735702126,-1.3053754031570075,0.4510617652698876
5f9b6cc0e01ad13902b38f60,22,360,248,0,8,5,0.0595599999978968,0.0136807529020082,-0.1283945121631401,0.6594229048204874
5f9b6cc0e01ad13902b38f60,23,30,14,0,0,3,0.0434666666681849,0.025206017801419,-1.711341314688574,0.7326307019537592
5f9b6cc0e01ad13902b38f60,24,415,264,18,36,3,0.0427333333298387,0.0370190941691985,-1.7274450656403086,0.6843042139752463
5f9b6cc0e01ad13902b38f60,25,342,154,18,38,5,0.0660000000021325,0.0480308754864667,-0.4117422418409779,0.7312180813988417
5f9b6cc0e01ad13902b38f60,26,485,203,18,42,5,0.0645599999982358,0.0285535111677953,-0.2311617183374603,0.5786262642338434
5f9b6cc0e01ad13902b38f60,27,163,34,2,4,2,0.0534499999969911,0.0144956890185794,,1.0
5f9b6cc0e01ad13902b38f60,28,373,110,20,40,3,0.0404333333318683,0.0214003115234987,0.028035887001888,0.6866891457698846
5f9b6cc0e01ad13902b38f60,29,389,108,19,25,5,0.0661799999991059,0.0297645258650762,-0.0636969602309693,0.8493925419315914
5f9b6cc0e01ad13902b38f60,30,716,206,21,45,5,0.0652199999991147,0.0424248983496331,-0.9178257890395944,0.5865436858690897
5f9b6cc0e01ad13902b38f60,31,317,164,16,50,2,0.0496999999977579,0.0148492424081036,,1.0
5f9b6cc0e01ad13902b38f60,32,300,119,4,16,3,0.0266333333333333,0.0312266446057422,1.0460831761689733,0.7911202853827787
5f9b6cc0e01ad13902b38f60,33,147,38,14,30,3,0.0522666666671806,0.0164065027752352,1.4033686051209373,0.7309737566378249
5f9b6cc0e01ad13902b38f60,34,334,150,8,18,4,0.0458000000003716,0.0207316183641434,-1.137513872692958,0.578220212486403
5f9b6cc0e01ad13902b38f60,35,295,90,4,12,3,0.0458999999995399,0.0330641800167499,0.5103448992830656,0.8052666518090703
5f9b6cc0e01ad13902b38f60,36,393,148,8,16,4,0.0858249999992701,0.0469011993442311,-1.9084101223174887,0.5969139552660714
5f9b6cc0e01ad13902b38f60,37,448,266,18,30,1,0.0457000000029665,,,0.0
5f9b6cc0e01ad13902b38f60,38,484,399,4,28,7,0.0786714285712426,0.0414059864547392,-0.0538236553090128,0.7402632326732184
5f9b6cc0e01ad13902b38f60,39,117,74,2,6,3,0.0404333333343261,0.0252789108435163,-0.6055094319065404,0.7945784773147173
5f9b6cc0e01ad13902b38f60,40,320,173,18,68,4,0.1028250000000051,0.0194715818556352,-1.6272563327001943,0.7231503653368885
5fa3146a9b17545c04ce5b06,1,60,12,0,0,11,0.0480000000000036,0.0218723569831903,0.0039947492628324,0.5326795380786785
5fa3146a9b17545c04ce5b06,2,295,184,16,33,50,0.0492600000000001,0.0095784835406674,2.8477753023674497,0.4510837531834908
5fa3146a9b17545c04ce5b06,3,428,262,4,16,59,0.0541016949152584,0.021840088823918,3.012282137256688,0.3191553062345295
5fa3146a9b17545c04ce5b06,4,611,487,25,54,85,0.0512235294117664,0.0122555881040441,2.434330429920405,0.3229114855290337
5fa3146a9b17545c04ce5b06,5,108,8,29,33,21,0.0504761904761836,0.0250830999830918,3.463368952111824,0.5111003039513523
5fa3146a9b17545c04ce5b06,6,412,118,88,96,55,0.0528727272727261,0.0160612883407556,1.314166632483129,0.3786844771243745
5fa3146a9b17545c04ce5b06,7,386,74,84,95,63,0.0504761904761929,0.0155717456527192,3.782135982343718,0.3211184240678494
5fa3146a9b17545c04ce5b06,8,95,7,24,24,15,0.0452666666666648,0.0113418735329839,-2.3405190266668074,0.5188765429186556
5fa3146a9b17545c04ce5b06,9,459,121,114,124,70,0.0511999999999969,0.0179811495497424,3.882506844526953,0.3106161803467497
5fa3146a9b17545c04ce5b06,10,120,46,2,5,20,0.0534000000000045,0.0262506140279033,3.1732595714482827,0.4353097879618524
5fa3146a9b17545c04ce5b06,11,285,40,102,110,43,0.0478837209302323,0.0124961123522587,1.3985519534255832,0.3239942777697022
5fa3146a9b17545c04ce5b06,12,293,93,19,24,34,0.0528235294117645,0.0182166600209036,1.1474094875145944,0.4401856826209672
5fa3146a9b17545c04ce5b06,13,614,460,32,40,83,0.049626506024097,0.0063490172916822,1.5239377656923976,0.3589407625499339
5fa3146a9b17545c04ce5b06,14,274,86,20,26,37,0.0510810810810825,0.0125374514032069,1.7451646402608876,0.3586635066306915
5fa3146a9b17545c04ce5b06,15,208,80,0,0,29,0.0530689655172454,0.0185548049889357,0.8668670546402473,0.4785539704699869
5fa3146a9b17545c04ce5b06,16,115,21,6,8,15,0.0475333333333328,0.0077631608682718,-0.0962264979692678,0.6673224265913997
5fa3146a9b17545c04ce5b06,17,59,13,2,2,10,0.0404999999999979,0.0192656862495619,-1.5723807949648902,0.6694325807269768
5fa3146a9b17545c04ce5b06,18,167,61,0,1,28,0.0503214285714318,0.011018683027535,3.299694112876904,0.4778823405249747
5fa3146a9b17545c04ce5b06,19,176,38,12,24,23,0.0473913043478256,0.013323728424525,-1.7059960186982837,0.3655356186337485
5fa3146a9b17545c04ce5b06,20,561,291,48,65,81,0.0528271604938226,0.0148726175600136,3.1806282353418283,0.2962819789172212
5fa3146a9b17545c04ce5b06,21,496,200,64,97,64,0.0508749999999987,0.0136794365427494,2.1632136449654062,0.2580853609884866
5fa3146a9b17545c04ce5b06,22,518,73,207,242,81,0.0521975308641968,0.0140369332059127,2.9611695015762685,0.3950052075041886
5fa3146a9b17545c04ce5b06,23,37,3,0,7,5,0.0512000000000157,0.0645693425706093,1.469790197058903,0.4990541082207315
5fa3146a9b17545c04ce5b06,24,420,242,55,72,58,0.0487068965517114,0.0046566632911005,0.7174966266522577,0.3513107850390646
5fa3146a9b17545c04ce5b06,25,345,235,8,15,49,0.0486734693877623,0.0062795559659326,1.9018076151784065,0.3403725548243526
5fa3146a9b17545c04ce5b06,26,470,258,75,98,58,0.0511551724138032,0.0090317213376302,3.280540223121857,0.4109903302862314
5fa3146a9b17545c04ce5b06,27,225,43,31,47,39,0.0466666666666669,0.0090476322384837,-3.5532498669900163,0.4557605625116774
5fa3146a9b17545c04ce5b06,28,384,95,55,83,57,0.0495789473684246,0.0068996567420372,1.0540521536936047,0.2902918967722497
5fa3146a9b17545c04ce5b06,29,469,111,157,190,59,0.0507457627118496,0.0104561369874973,-1.8346794881486084,0.4323391371534278
5fa3146a9b17545c04ce5b06,30,576,109,184,239,82,0.0519512195122001,0.0165379492055869,4.875179442961118,0.3465352541465334
5fa3146a9b17545c04ce5b06,31,325,68,28,34,54,0.0485555555555559,0.0080086431297633,3.7377220600866656,0.3653891965643283
5fa3146a9b17545c04ce5b06,32,393,14,78,87,77,0.0533896103896095,0.0211125778451402,2.8323810885534524,0.4004211764042366
5fa3146a9b17545c04ce5b06,33,149,1,48,51,20,0.052849999999995,0.0245126712667521,-0.3012861962164475,0.5174997779346078
5fa3146a9b17545c04ce5b06,34,384,136,34,42,44,0.0494772727272737,0.0099755250170484,-2.415534339149017,0.4602526371751217
5fa3146a9b17545c04ce5b06,35,252,20,60,65,36,0.0528333333333422,0.0204806528913805,3.673699763840384,0.3909015006706443
5fa3146a9b17545c04ce5b06,36,403,64,64,72,65,0.0497230769230791,0.0120461452500304,3.315070509423363,0.3679289782713799
5fa3146a9b17545c04ce5b06,37,1009,375,234,268,131,0.051274809160302,0.0114247056418012,1.9324255654907927,0.1848811613870493
5fa3146a9b17545c04ce5b06,38,659,342,79,128,88,0.0536590909090981,0.0180369265952709,3.86213263103515,0.389643843616284
5fa3146a9b17545c04ce5b06,39,142,55,2,7,22,0.0459999999999828,0.0092427577826364,-2.699465057829694,0.4499095397792725
5fa3146a9b17545c04ce5b06,40,451,267,51,74,54,0.0527407407407406,0.0179119283383824,2.185427695537095,0.2824636178266682
5fa4c21a04bc5912180291bc,1,1341,571,22,57,241,0.0417734439832768,0.0157926683996867,3.525946372999635,0.375057441647116
5fa4c21a04bc5912180291bc,2,1912,1244,57,93,365,0.0425495890417164,0.0143463048458233,2.6783782612464893,0.3145268776678529
5fa4c21a04bc5912180291bc,3,754,312,45,87,133,0.0413045112779928,0.0144818740661633,4.082254389815153,0.3714693144145194
5fa4c21a04bc5912180291bc,4,844,585,28,61,156,0.0426647435893232,0.0162341289420527,3.655771275497222,0.3585762739901477
5fa4c21a04bc5912180291bc,5,112,15,9,11,22,0.041622727270156,0.0184909741635937,1.4350875858330543,0.5219505210700066
5fa4c21a04bc5912180291bc,6,461,234,16,21,86,0.0398523255810163,0.0117015506939941,4.8247511035475625,0.430108862104643
5fa4c21a04bc5912180291bc,7,1043,505,15,45,195,0.0416471794873452,0.0152875338251886,4.3705173664151,0.4338479322866483
5fa4c21a04bc5912180291bc,8,137,30,7,10,29,0.0392793103438928,0.0175297986987762,0.9089181576978927,0.4428450555372719
5fa4c21a04bc5912180291bc,9,605,286,14,42,112,0.0413803571431773,0.0129686860509517,2.88392162266475,0.3555041166943145
5fa4c21a04bc5912180291bc,10,250,86,9,34,34,0.0475676470600478,0.0189284093135084,1.7372049283386632,0.4445341788478275
5fa4c21a04bc5912180291bc,11,513,190,7,25,94,0.0397138297882246,0.0112220271209897,2.4417918089484005,0.4091216031868976
5fa4c21a04bc5912180291bc,12,661,288,12,34,125,0.0425336000001606,0.0155119409992867,3.0159310115815314,0.4182099558848098
5fa4c21a04bc5912180291bc,13,879,578,19,46,159,0.0423383647800983,0.013181242900186,2.50171329633194,0.3442358032071904
5fa4c21a04bc5912180291bc,14,340,132,10,18,53,0.0448547169829827,0.0208487000710423,1.8244158105862416,0.3224899004181435
5fa4c21a04bc5912180291bc,15,345,82,8,21,61,0.0405590163941387,0.0153076928046274,3.1460909170877485,0.3733782304128391
5fa4c21a04bc5912180291bc,16,64,31,0,2,11,0.0398636363658091,0.0131953228605413,2.753050714513742,0.3672058040312527
5fa4c21a04bc5912180291bc,17,58,15,3,7,12,0.0305166666661773,0.0144444914525544,-1.9379162090016853,0.4618435451789847
5fa4c21a04bc5912180291bc,18,295,65,7,11,51,0.0421450980396903,0.0162571007714573,2.7733909398094405,0.4587904544692572
5fa4c21a04bc5912180291bc,19,178,27,0,0,28,0.0391428571429602,0.019817938537681,1.877292872870636,0.462008442696771
5fa4c21a04bc5912180291bc,20,1148,557,19,33,202,0.0404683168323906,0.01068060902248,4.582995270252448,0.3483389349051375
5fa4c21a04bc5912180291bc,21,1011,265,15,39,182,0.0423736263735856,0.0167483013739326,3.888722435061785,0.2880841720268083
5fa4c21a04bc5912180291bc,22,1063,194,17,23,198,0.0438747474751411,0.0198972275367694,3.871080437314333,0.3707430876067982
5fa4c21a04bc5912180291bc,23,67,4,0,0,11,0.0429454545476519,0.0247771815831999,2.795891471468498,0.429776066096342
5fa4c21a04bc5912180291bc,24,1030,415,36,50,182,0.0417664835160598,0.0180774554432346,5.678758293545683,0.3239633391342879
5fa4c21a04bc5912180291bc,25,575,267,2,7,106,0.0406716981135802,0.0125182286506053,1.429669147652357,0.3659886602919601
5fa4c21a04bc5912180291bc,26,885,352,74,126,148,0.04377770270266,0.0172066069448666,3.1958773037193224,0.3644025221687156
5fa4c21a04bc5912180291bc,27,186,25,14,21,31,0.0407967741927575,0.0136221262118539,2.586330449625208,0.3189057990597513
5fa4c21a04bc5912180291bc,28,540,68,17,34,98,0.0427948979581646,0.0185255653534388,3.061271089167312,0.4003980215349247
5fa4c21a04bc5912180291bc,29,771,300,48,90,141,0.0467468085101402,0.0220995299014413,1.8701553122638896,0.3451193936553746
5fa4c21a04bc5912180291bc,30,830,281,58,96,138,0.0450231884058851,0.0190649151900105,2.865707345769729,0.3635194658026497
5fa4c21a04bc5912180291bc,31,472,101,61,80,86,0.0420220930227492,0.0146111271130696,2.464745336278286,0.3749926624518107
5fa4c21a04bc5912180291bc,32,720,99,113,142,119,0.0428605042015983,0.020430859919872,2.846071905784381,0.3014292176671224
5fa4c21a04bc5912180291bc,33,351,13,38,40,70,0.0414442857140815,0.0159023982855912,2.993031481674264,0.3498036052950793
5fa4c21a04bc5912180291bc,34,693,76,70,95,119,0.0426151260495511,0.0162422739844741,2.60163074554385,0.393561258877057
5fa4c21a04bc5912180291bc,35,468,18,50,63,94,0.040823404255036,0.0162575337404021,4.83940743353652,0.3298771890342246
5fa4c21a04bc5912180291bc,36,598,90,86,106,97,0.0440835051543251,0.016980213242311,2.0908572667133907,0.3544550323691381
5fa4c21a04bc5912180291bc,37,550,98,8,42,106,0.0425707547180801,0.0162812306006525,3.250776360534711,0.3979079781655398
5fa4c21a04bc5912180291bc,38,837,237,80,114,157,0.0418821656047584,0.0152409641295715,4.193616474457786,0.3391152781132454
5fa4c21a04bc5912180291bc,39,129,5,3,3,27,0.0354518518495197,0.0129627682919157,-0.4330334001732376,0.2442632549739889
5fa4c21a04bc5912180291bc,40,591,69,41,69,108,0.0390796296287625,0.0075608776533663,3.851135803120829,0.3903976876658353
5fb0a3d6a8e4224b973e750b,1,558,24,65,119,39,0.059684615386144,0.0182312562511441,1.1544701792206074,0.35285931061177
5fb0a3d6a8e4224b973e750b,2,530,62,40,74,28,0.0540714285703569,0.0201704010711917,-0.2850386825508356,0.259340231213845
5fb0a3d6a8e4224b973e750b,3,965,147,396,534,44,0.1875772727230736,0.2915986664262904,3.5529444569199966,0.4510784566280073
5fb0a3d6a8e4224b973e750b,4,385,54,247,305,7,0.0480285714302788,0.0244452936388265,-1.0671742461879723,0.7900575229066289
5fb0a3d6a8e4224b973e750b,5,460,8,280,352,6,0.0445833333283758,0.0136247446523343,-2.438458483804041,0.4940130989328739
5fb0a3d6a8e4224b973e750b,6,256,22,134,187,4,0.0249999999999914,0.0288679753359367,0.0001662688767677,0.6662893599339645
5fb0a3d6a8e4224b973e750b,7,334,22,196,260,7,0.0407000000008568,0.0159199036834233,-1.2308562641083556,0.6698324188454083
5fb0a3d6a8e4224b973e750b,8,137,0,91,113,4,0.0305249999985051,0.0266309813326886,-0.2912076749635928,0.7880516872901379
5fb0a3d6a8e4224b973e750b,9,997,19,732,890,9,0.0367333333326756,0.022603041829623,-1.1557527018647475,0.5302673979992889
5fb0a3d6a8e4224b973e750b,10,367,7,298,338,4,0.0444500000044794,0.0154489481850425,-1.8289691797029768,0.8969796340977126
5fb0a3d6a8e4224b973e750b,11,135,2,60,105,3,0.0402333333373189,0.0172653796105089,-1.7296978789822508,0.7655774856686531
5fb0a3d6a8e4224b973e750b,12,139,0,86,115,2,0.0101500000059502,0.0143542676665018,,1.0
5fb0a3d6a8e4224b973e750b,13,263,42,131,170,4,0.1050249999985055,0.1644032111535105,1.9078690960960651,0.6062012338188084
5fb0a3d6a8e4224b973e750b,14,275,46,122,170,13,0.0888307692303079,0.0675190267583642,0.6880062580743472,0.5704332589131017
5fb0a3d6a8e4224b973e750b,15,185,26,80,106,4,0.0205499999970264,0.0137662631072959,-1.9438674700291567,0.5294403177607758
5fb0a3d6a8e4224b973e750b,16,87,4,40,57,2,0.0332999999970127,0.0236173664958717,,0.9999999999999998
5fb0a3d6a8e4224b973e750b,17,64,0,34,54,3,0.016366666674628,0.0283478982310001,1.7320508075688772,0.6667092157179322
5fb0a3d6a8e4224b973e750b,18,92,0,53,63,4,0.0239249999985094,0.0208945567070366,0.2816186744831081,0.6462661151312735
5fb0a3d6a8e4224b973e750b,19,177,12,113,133,6,0.0472333333353076,0.0347046202495398,-0.2384429752832939,0.4690288225959912
5fb0a3d6a8e4224b973e750b,20,257,44,125,167,7,0.0548142857168374,0.0232030478283278,-0.1388073779286097,0.621064731858633
5fb0a3d6a8e4224b973e750b,21,379,66,160,214,14,0.1002642857138556,0.0978790745866367,2.625148146978673,0.3276612300744199
5fb0a3d6a8e4224b973e750b,22,143,4,101,121,4,0.0363999999910647,0.0185992831373261,-0.1060845697418415,0.8741877935407661
5fb0a3d6a8e4224b973e750b,23,131,0,84,112,2,0.0083500000089316,0.0118086832584465,,1.0
5fb0a3d6a8e4224b973e750b,24,619,70,328,445,5,0.0335400000000115,0.023391515559992,-0.922110545582984,0.6185260069311247
5fb0a3d6a8e4224b973e750b,25,164,18,100,120,4,0.0249999999970054,0.0288675134560234,0.0,0.5462808865745757
5fb0a3d6a8e4224b973e750b,26,506,64,250,338,3,0.0393666666706227,0.0185041436835299,-1.7319938994869102,0.667590975473532
5fb0a3d6a8e4224b973e750b,27,115,10,67,89,1,0.0167000000178629,,,0.0
5fb0a3d6a8e4224b973e750b,28,200,17,133,157,4,0.0261750000029856,0.0302800677042268,0.0190915499329037,0.6408146541830043
5fb0a3d6a8e4224b973e750b,29,967,330,420,538,21,0.3145809523789797,0.9947824257687392,4.44210771305755,0.5405354675025094
5fb0a3d6a8e4224b973e750b,30,90,0,52,82,3,0.0385333333333409,0.0198608492601296,-1.7320508075688774,0.8945625816092014
5fb0a3d6a8e4224b973e750b,31,122,0,93,102,7,0.0479428571403065,0.0244328233581243,-1.0543281843850252,0.6279855278081885
5fb0a3d6a8e4224b973e750b,32,148,0,140,146,12,0.0574583333293477,0.0264746691405745,0.978594743610137,0.6001979171549034
5fb0a3d6a8e4224b973e750b,33,61,0,49,57,3,0.0324999999940696,0.0168721664252815,0.4746165260814525,0.6777335681582562
5fb0a3d6a8e4224b973e750b,34,272,12,185,213,15,0.058340000002764,0.0316187286335614,0.0457932862147316,0.4852020436722505
5fb0a3d6a8e4224b973e750b,35,35,0,13,21,5,0.0396400000000151,0.0141498409878792,-0.8568602559032545,0.5353038594072965
5fb0a3d6a8e4224b973e750b,36,157,2,109,109,13,0.0720538461520261,0.0463568336436525,0.2818853495140586,0.3090591783462132
5fb0a3d6a8e4224b973e750b,37,454,77,194,259,27,0.0581666666653536,0.0223192569473138,0.7634217787116773,0.4259233016661257
5fb0a3d6a8e4224b973e750b,38,480,113,90,285,42,0.0570333333313578,0.02088330721769,0.2929564617508703,0.3789405595775775
5fb0a3d6a8e4224b973e750b,39,182,22,40,97,12,0.2986666666681416,0.8606455508827283,3.4591681966393915,0.5319403259649584
5fb0a3d6a8e4224b973e750b,40,313,36,86,164,12,0.045949999995513,0.014503510545477,-3.434885624438352,0.4290472837013507
5fb3d71c3144730009fe4a7b,1,481,106,42,74,3,0.0574000000953742,0.0155199870921848,-1.2165951864141389,0.6671583817784025
5fb3d71c3144730009fe4a7b,2,1007,372,72,117,7,0.0450428572041683,0.0333167054177727,-0.0410473437184784,0.4317168529876731
5fb3d71c3144730009fe4a7b,3,704,148,76,104,3,0.0472333333015666,0.0246069773625287,1.6519456940638342,0.78505455762808
5fb3d71c3144730009fe4a7b,4,1351,574,112,166,3,0.0411999999364302,0.0381990836858206,0.9417014738079136,0.705350439932915
5fb3d71c3144730009fe4a7b,5,184,0,32,38,1,0.0292000000475809,,,0.0
5fb3d71c3144730009fe4a7b,6,471,74,59,81,4,0.0182750000357592,0.0168181202295274,-0.1833817201003541,0.5707290516996367
5fb3d71c3144730009fe4a7b,7,750,130,78,126,8,0.0570624999940475,0.0328006070316664,-0.6181448923845198,0.5912632362526814
5fb3d71c3144730009fe4a7b,8,195,12,20,32,2,0.01465,0.0207182286887658,,1.0
5fb3d71c3144730009fe4a7b,9,649,217,42,68,3,0.0359666666507578,0.0057812916940236,-1.711086619836202,0.6691954892523991
5fb3d71c3144730009fe4a7b,10,232,32,28,38,1,0.0063,,,0.0
5fb3d71c3144730009fe4a7b,11,414,54,65,97,4,0.053800000023837,0.0324377351914489,1.834657367223567,0.5248771978100228
5fb3d71c3144730009fe4a7b,12,476,62,75,103,4,0.0297999999761521,0.0357760627769442,1.1340187124010708,0.6311322069090936
5fb3d71c3144730009fe4a7b,13,1468,522,164,220,7,0.0521571428162586,0.0243149375962192,0.6919612195565785,0.4304408828876367
5fb3d71c3144730009fe4a7b,14,499,202,26,52,3,0.0268000000317776,0.0170070574029227,-0.572370510677154,0.6820422927765692
5fb3d71c3144730009fe4a7b,15,425,120,50,68,1,0.0083,,,0.0
5fb3d71c3144730009fe4a7b,16,130,22,14,16,2,0.037249999999972,0.0028991377354147,,1.0
5fb3d71c3144730009fe4a7b,17,123,19,14,20,2,0.00355,0.0050204581464244,,1.0
5fb3d71c3144730009fe4a7b,18,396,82,35,47,8,0.0590750000178774,0.0229750019579963,0.2469594353514591,0.6016693841449303
5fb3d71c3144730009fe4a7b,19,206,34,13,15,4,0.0370749999880653,0.0341408235176842,0.4121921187271569,0.5955723882663218
5fb3d71c3144730009fe4a7b,20,1287,276,180,271,9,0.0460333333439382,0.0265596498795364,0.4858179645294095,0.473587701579554
5fb3d71c3144730009fe4a7b,21,658,146,104,144,4,0.048100000059591,0.0291761317420116,1.5178532447803217,0.6585626531232137
5fb3d71c3144730009fe4a7b,22,699,156,104,166,3,0.0231666667461677,0.0153418817156562,-0.8807177869547427,0.6668855083703351
5fb3d71c3144730009fe4a7b,23,168,8,30,36,2,0.0224500000238423,0.0236880772034674,,1.0
5fb3d71c3144730009fe4a7b,24,702,122,86,132,2,0.04005000002382,0.0188797510239942,,1.0
5fb3d71c3144730009fe4a7b,25,611,62,80,112,4,0.0405249999284767,0.0340265949584198,0.7925410903111053,0.6069442682505454
5fb3d71c3144730009fe4a7b,26,978,238,150,228,2,0.0216500000476882,0.0187383297688848,,0.9999999999999998
5fb3d71c3144730009fe4a7b,27,259,14,10,16,2,0.039650000095321,0.0095459415461946,,1.0
5fb3d71c3144730009fe4a7b,28,597,66,48,64,5,0.0291200000476401,0.0099487185235974,-1.780669181417347,0.7650398494457985
5fb3d71c3144730009fe4a7b,29,967,216,104,142,3,0.0328000000317794,0.0230865761462689,-0.2911434661309577,0.6793721752553564
5fb3d71c3144730009fe4a7b,30,914,266,64,138,4,0.0469499999284153,0.0353159548205448,-0.9395366531877526,0.7498097709692267
