Participant,Paragraph,Gazes,AOIGazes,OffScreenGazesPix,OffScreenGazesProp
62ea66128e0806710fb41dcc,17,69,16,2,2
62ea66128e0806710fb41dcc,18,131,38,0,4
62ea66128e0806710fb41dcc,19,84,29,0,8
62ea66128e0806710fb41dcc,20,361,275,12,20
62ea66128e0806710fb41dcc,21,587,247,24,46
62ea66128e0806710fb41dcc,22,291,97,10,14
62ea66128e0806710fb41dcc,23,42,12,0,0
62ea66128e0806710fb41dcc,24,256,113,18,32
62ea66128e0806710fb41dcc,25,220,104,10,24
62ea66128e0806710fb41dcc,26,567,242,38,68
62ea66128e0806710fb41dcc,27,120,22,4,4
62ea66128e0806710fb41dcc,28,331,139,16,22
62ea66128e0806710fb41dcc,29,296,198,16,36
62ea66128e0806710fb41dcc,30,389,247,28,54
62ea66128e0806710fb41dcc,31,281,109,12,28
62ea66128e0806710fb41dcc,32,244,97,14,23
62ea66128e0806710fb41dcc,33,149,52,4,12
62ea66128e0806710fb41dcc,34,249,142,16,28
62ea66128e0806710fb41dcc,35,235,74,22,36
62ea66128e0806710fb41dcc,36,209,54,20,31
62ea66128e0806710fb41dcc,37,385,188,42,68
62ea66128e0806710fb41dcc,38,368,183,47,79
62ea66128e0806710fb41dcc,39,136,16,14,16
62ea66128e0806710fb41dcc,40,668,88,150,206
62ecb2993d7ecd89154af5d4,1,436,100,76,112
62ecb2993d7ecd89154af5d4,2,596,146,130,178
62ecb2993d7ecd89154af5d4,3,246,20,96,114
62ecb2993d7ecd89154af5d4,4,400,224,90,104
62ecb2993d7ecd89154af5d4,5,94,14,8,10
62ecb2993d7ecd89154af5d4,6,274,82,38,58
62ecb2993d7ecd89154af5d4,7,272,82,57,75
62ecb2993d7ecd89154af5d4,8,96,8,34,36
62ecb2993d7ecd89154af5d4,9,583,189,166,204
62ecb2993d7ecd89154af5d4,10,111,13,48,54
62ecb2993d7ecd89154af5d4,11,276,36,65,77
62ecb2993d7ecd89154af5d4,12,1021,54,651,675
62ecb2993d7ecd89154af5d4,13,808,208,118,182
62ecb2993d7ecd89154af5d4,14,223,38,28,48
62ecb2993d7ecd89154af5d4,15,156,28,38,54
62ecb2993d7ecd89154af5d4,16,98,2,26,42
62ecb2993d7ecd89154af5d4,17,69,2,16,24
62ecb2993d7ecd89154af5d4,18,72,0,40,48
62ecb2993d7ecd89154af5d4,19,105,15,38,44
62ecb2993d7ecd89154af5d4,20,438,180,118,152
62ecb2993d7ecd89154af5d4,21,55,12,18,28
62ecb2993d7ecd89154af5d4,22,16,2,3,3
62ecb2993d7ecd89154af5d4,23,43,2,3,7
62ecb2993d7ecd89154af5d4,24,44,8,6,6
62ecb2993d7ecd89154af5d4,25,74,19,4,6
62ecb2993d7ecd89154af5d4,26,69,22,14,16
62ecb2993d7ecd89154af5d4,27,46,12,5,5
62ecb2993d7ecd89154af5d4,28,728,58,446,471
62ecb2993d7ecd89154af5d4,29,497,187,168,192
62ecb2993d7ecd89154af5d4,30,12,5,4,4
62ecb2993d7ecd89154af5d4,31,87,26,20,20
62ecb2993d7ecd89154af5d4,32,61,14,10,19
62ecb2993d7ecd89154af5d4,33,9,0,2,8
62ecb2993d7ecd89154af5d4,34,50,34,4,6
62ecb2993d7ecd89154af5d4,35,11,11,0,0
62ecb2993d7ecd89154af5d4,36,12,5,2,2
62ecb2993d7ecd89154af5d4,37,32,21,5,7
62ecb2993d7ecd89154af5d4,38,26,16,2,2
62ecb2993d7ecd89154af5d4,39,15,2,5,5
62ecb2993d7ecd89154af5d4,40,10,1,0,0
62ef104b5e9352c2ead31fde,1,812,64,302,372
62ef104b5e9352c2ead31fde,2,1112,142,381,475
62ef104b5e9352c2ead31fde,3,852,46,460,516
62ef104b5e9352c2ead31fde,4,1094,98,444,548
62ef104b5e9352c2ead31fde,5,378,48,120,124
62ef104b5e9352c2ead31fde,6,1009,247,234,270
62ef104b5e9352c2ead31fde,7,739,122,204,243
62ef104b5e9352c2ead31fde,8,167,4,42,58
62ef104b5e9352c2ead31fde,9,853,120,250,314
62ef104b5e9352c2ead31fde,10,331,16,90,110
62ef104b5e9352c2ead31fde,11,568,54,236,300
62ef104b5e9352c2ead31fde,12,739,16,311,411
62ef104b5e9352c2ead31fde,13,872,36,392,482
62ef104b5e9352c2ead31fde,14,454,12,241,279
62ef104b5e9352c2ead31fde,15,473,6,259,299
62ef104b5e9352c2ead31fde,16,376,36,136,150
62ef104b5e9352c2ead31fde,17,229,12,61,85
62ef104b5e9352c2ead31fde,18,479,14,214,284
62ef104b5e9352c2ead31fde,19,235,6,113,151
62ef104b5e9352c2ead31fde,20,805,54,491,527
62ef104b5e9352c2ead31fde,21,855,58,427,473
62ef104b5e9352c2ead31fde,22,924,0,656,694
62ef104b5e9352c2ead31fde,23,123,0,93,103
62ef104b5e9352c2ead31fde,24,792,0,564,604
62ef104b5e9352c2ead31fde,25,682,4,507,531
62ef104b5e9352c2ead31fde,26,894,8,552,604
62ef104b5e9352c2ead31fde,27,321,2,219,243
62ef104b5e9352c2ead31fde,28,530,2,290,348
62ef104b5e9352c2ead31fde,29,822,4,532,612
62ef104b5e9352c2ead31fde,30,890,8,636,666
62ef104b5e9352c2ead31fde,31,698,4,520,542
62ef104b5e9352c2ead31fde,32,895,12,729,769
62ef104b5e9352c2ead31fde,33,381,0,327,337
62ef104b5e9352c2ead31fde,34,578,0,560,572
62ef104b5e9352c2ead31fde,35,680,14,588,626
62ef104b5e9352c2ead31fde,36,649,0,613,621
62ef104b5e9352c2ead31fde,37,1010,0,958,978
62ef104b5e9352c2ead31fde,38,1019,10,883,939
62ef104b5e9352c2ead31fde,39,141,0,137,137
62ef104b5e9352c2ead31fde,40,725,4,583,625
62f557535db76f7f4ab860c7,1,938,488,29,47
62f557535db76f7f4ab860c7,2,1378,1082,13,34
62f557535db76f7f4ab860c7,3,1150,921,0,8
62f557535db76f7f4ab860c7,4,1887,1533,2,17
62f557535db76f7f4ab860c7,5,265,52,2,2
62f557535db76f7f4ab860c7,6,841,500,4,18
62f557535db76f7f4ab860c7,7,858,444,2,2
62f557535db76f7f4ab860c7,8,153,18,0,0
62f557535db76f7f4ab860c7,9,1034,562,10,26
62f557535db76f7f4ab860c7,10,343,51,0,0
62f557535db76f7f4ab860c7,11,771,357,0,24
62f557535db76f7f4ab860c7,12,692,380,0,0
62f557535db76f7f4ab860c7,13,1354,1054,6,15
62f557535db76f7f4ab860c7,14,857,521,82,110
62f557535db76f7f4ab860c7,15,509,265,0,0
62f557535db76f7f4ab860c7,16,170,30,0,2
62f557535db76f7f4ab860c7,17,92,14,0,0
62f557535db76f7f4ab860c7,18,420,150,0,0
62f557535db76f7f4ab860c7,19,333,95,2,2
62f557535db76f7f4ab860c7,20,1556,687,66,97
62f557535db76f7f4ab860c7,21,970,489,12,30
62f557535db76f7f4ab860c7,22,896,470,8,42
62f557535db76f7f4ab860c7,23,109,32,0,0
62f557535db76f7f4ab860c7,24,946,672,59,67
62f557535db76f7f4ab860c7,25,773,429,14,30
62f557535db76f7f4ab860c7,26,1309,963,8,24
62f557535db76f7f4ab860c7,27,347,149,0,4
62f557535db76f7f4ab860c7,28,837,498,3,25
62f557535db76f7f4ab860c7,29,1282,989,4,18
62f557535db76f7f4ab860c7,30,1329,1029,12,20
62f557535db76f7f4ab860c7,31,782,479,18,20
62f557535db76f7f4ab860c7,32,828,550,0,0
62f557535db76f7f4ab860c7,33,325,140,0,0
62f557535db76f7f4ab860c7,34,882,556,4,16
62f557535db76f7f4ab860c7,35,926,542,15,29
62f557535db76f7f4ab860c7,36,979,721,2,36
62f557535db76f7f4ab860c7,37,1279,923,2,10
62f557535db76f7f4ab860c7,38,1448,1240,14,28
62f557535db76f7f4ab860c7,39,327,112,4,6
62f557535db76f7f4ab860c7,40,1016,640,86,98
6300a8230671f0e8b0a7b0f4,1,638,245,65,71
6300a8230671f0e8b0a7b0f4,2,1413,843,100,120
6300a8230671f0e8b0a7b0f4,3,1165,641,76,84
6300a8230671f0e8b0a7b0f4,4,1177,721,100,130
6300a8230671f0e8b0a7b0f4,5,320,80,2,2
6300a8230671f0e8b0a7b0f4,6,785,355,78,104
6300a8230671f0e8b0a7b0f4,7,992,477,92,114
6300a8230671f0e8b0a7b0f4,8,276,64,8,8
6300a8230671f0e8b0a7b0f4,9,795,417,28,36
6300a8230671f0e8b0a7b0f4,10,328,128,2,4
6300a8230671f0e8b0a7b0f4,11,443,217,12,18
6300a8230671f0e8b0a7b0f4,12,827,399,32,44
6300a8230671f0e8b0a7b0f4,13,1264,824,90,124
6300a8230671f0e8b0a7b0f4,14,699,476,48,70
6300a8230671f0e8b0a7b0f4,15,639,295,54,84
6300a8230671f0e8b0a7b0f4,16,180,46,18,18
6300a8230671f0e8b0a7b0f4,17,186,54,10,10
6300a8230671f0e8b0a7b0f4,18,655,226,62,76
6300a8230671f0e8b0a7b0f4,19,275,80,16,32
6300a8230671f0e8b0a7b0f4,20,1231,749,118,156
6300a8230671f0e8b0a7b0f4,21,1151,664,67,85
6300a8230671f0e8b0a7b0f4,22,972,510,74,96
6300a8230671f0e8b0a7b0f4,23,195,44,0,2
6300a8230671f0e8b0a7b0f4,24,1261,737,58,92
6300a8230671f0e8b0a7b0f4,25,1187,627,58,90
6300a8230671f0e8b0a7b0f4,26,1228,762,110,130
6300a8230671f0e8b0a7b0f4,27,612,166,89,95
6300a8230671f0e8b0a7b0f4,28,622,274,38,50
6300a8230671f0e8b0a7b0f4,29,1246,821,107,133
6300a8230671f0e8b0a7b0f4,30,1170,766,168,194
6300a8230671f0e8b0a7b0f4,31,793,346,124,166
6300a8230671f0e8b0a7b0f4,32,674,350,102,122
6300a8230671f0e8b0a7b0f4,33,345,98,36,52
6300a8230671f0e8b0a7b0f4,34,681,343,128,158
6300a8230671f0e8b0a7b0f4,35,746,284,54,66
6300a8230671f0e8b0a7b0f4,36,898,510,90,120
6300a8230671f0e8b0a7b0f4,37,704,449,30,44
6300a8230671f0e8b0a7b0f4,38,1299,1007,86,98
6300a8230671f0e8b0a7b0f4,39,397,208,6,6
6300a8230671f0e8b0a7b0f4,40,761,481,38,64
6304d96fa9bd6e269ae89297,1,281,48,52,58
6304d96fa9bd6e269ae89297,2,307,105,75,82
6304d96fa9bd6e269ae89297,3,253,11,97,101
6304d96fa9bd6e269ae89297,4,468,27,256,258
6304d96fa9bd6e269ae89297,5,63,0,43,43
6304d96fa9bd6e269ae89297,6,176,22,40,44
6304d96fa9bd6e269ae89297,7,265,27,52,52
6304d96fa9bd6e269ae89297,8,23,0,5,5
6304d96fa9bd6e269ae89297,9,228,55,90,92
6304d96fa9bd6e269ae89297,10,182,47,24,27
6304d96fa9bd6e269ae89297,11,152,30,55,59
6304d96fa9bd6e269ae89297,12,254,72,37,38
6304d96fa9bd6e269ae89297,13,306,111,41,43
6304d96fa9bd6e269ae89297,14,179,43,23,23
6304d96fa9bd6e269ae89297,15,180,21,41,42
6304d96fa9bd6e269ae89297,16,54,0,16,16
6304d96fa9bd6e269ae89297,17,30,0,4,4
6304d96fa9bd6e269ae89297,18,127,1,8,8
6304d96fa9bd6e269ae89297,19,74,1,14,14
6304d96fa9bd6e269ae89297,20,327,85,29,32
6304d96fa9bd6e269ae89297,21,306,43,52,54
6304d96fa9bd6e269ae89297,22,308,41,55,55
6304d96fa9bd6e269ae89297,23,37,3,12,12
6304d96fa9bd6e269ae89297,24,244,61,28,30
6304d96fa9bd6e269ae89297,25,187,74,10,10
6304d96fa9bd6e269ae89297,26,286,67,40,43
6304d96fa9bd6e269ae89297,27,122,10,42,42
6304d96fa9bd6e269ae89297,28,164,48,25,25
6304d96fa9bd6e269ae89297,29,286,99,32,32
6304d96fa9bd6e269ae89297,30,288,85,49,54
6304d96fa9bd6e269ae89297,31,252,41,49,52
6304d96fa9bd6e269ae89297,32,210,25,57,60
6304d96fa9bd6e269ae89297,33,102,0,38,41
6304d96fa9bd6e269ae89297,34,271,55,47,47
6304d96fa9bd6e269ae89297,35,198,18,41,41
6304d96fa9bd6e269ae89297,36,270,54,38,40
6304d96fa9bd6e269ae89297,37,296,88,46,52
6304d96fa9bd6e269ae89297,38,381,119,64,77
6304d96fa9bd6e269ae89297,39,54,0,9,10
6304d96fa9bd6e269ae89297,40,277,50,38,41
63052f20afc39e87110eb83e,1,1550,421,106,138
63052f20afc39e87110eb83e,2,2161,913,154,261
63052f20afc39e87110eb83e,3,2152,679,178,257
63052f20afc39e87110eb83e,4,1825,799,173,278
63052f20afc39e87110eb83e,5,624,33,112,125
63052f20afc39e87110eb83e,6,1784,217,391,432
63052f20afc39e87110eb83e,7,1446,103,245,273
63052f20afc39e87110eb83e,8,391,5,71,80
63052f20afc39e87110eb83e,9,1976,56,642,650
63052f20afc39e87110eb83e,10,657,14,104,109
63052f20afc39e87110eb83e,11,1286,85,480,499
63052f20afc39e87110eb83e,12,1233,37,212,261
63052f20afc39e87110eb83e,13,2181,261,538,577
63052f20afc39e87110eb83e,14,1088,174,299,303
63052f20afc39e87110eb83e,15,674,41,104,110
63052f20afc39e87110eb83e,16,405,8,247,250
63052f20afc39e87110eb83e,17,223,2,31,31
63052f20afc39e87110eb83e,18,447,12,106,106
63052f20afc39e87110eb83e,19,391,33,86,100
63052f20afc39e87110eb83e,20,1857,660,97,160
63052f20afc39e87110eb83e,21,1445,162,371,384
63052f20afc39e87110eb83e,22,1185,214,185,209
63052f20afc39e87110eb83e,23,140,32,0,0
63052f20afc39e87110eb83e,24,1113,406,85,167
63052f20afc39e87110eb83e,25,1156,381,125,248
63052f20afc39e87110eb83e,26,1363,755,101,144
63052f20afc39e87110eb83e,27,922,5,517,531
63052f20afc39e87110eb83e,28,1114,95,403,457
63052f20afc39e87110eb83e,29,1423,226,348,476
63052f20afc39e87110eb83e,30,1484,404,308,418
63052f20afc39e87110eb83e,31,1045,33,468,549
63052f20afc39e87110eb83e,32,1214,34,559,725
63052f20afc39e87110eb83e,33,461,2,336,407
63052f20afc39e87110eb83e,34,1078,101,389,523
63052f20afc39e87110eb83e,35,933,238,192,280
63052f20afc39e87110eb83e,36,1313,802,180,285
63052f20afc39e87110eb83e,37,1253,53,655,790
63052f20afc39e87110eb83e,38,2592,722,1353,1496
63052f20afc39e87110eb83e,39,299,5,151,191
63052f20afc39e87110eb83e,40,1489,252,410,614
630e243eed2fc276f7199fb3,1,176,32,41,47
630e243eed2fc276f7199fb3,2,432,146,96,112
630e243eed2fc276f7199fb3,3,363,98,118,136
630e243eed2fc276f7199fb3,4,391,195,64,86
630e243eed2fc276f7199fb3,5,229,20,20,34
630e243eed2fc276f7199fb3,6,311,98,50,82
630e243eed2fc276f7199fb3,7,183,48,20,26
630e243eed2fc276f7199fb3,8,53,6,2,4
630e243eed2fc276f7199fb3,9,111,34,4,14
630e243eed2fc276f7199fb3,10,102,16,8,8
630e243eed2fc276f7199fb3,11,149,40,10,14
630e243eed2fc276f7199fb3,12,265,78,22,38
630e243eed2fc276f7199fb3,13,331,113,102,122
630e243eed2fc276f7199fb3,14,12,2,3,3
630e243eed2fc276f7199fb3,15,14,2,2,2
630e243eed2fc276f7199fb3,16,82,7,6,6
630e243eed2fc276f7199fb3,17,61,8,6,6
630e243eed2fc276f7199fb3,18,321,48,73,93
630e243eed2fc276f7199fb3,19,6,0,2,2
630e243eed2fc276f7199fb3,20,9,2,2,2
630e243eed2fc276f7199fb3,21,107,26,8,10
630e243eed2fc276f7199fb3,22,11,3,0,0
630e243eed2fc276f7199fb3,23,2,0,0,0
630e243eed2fc276f7199fb3,24,9,5,0,0
630e243eed2fc276f7199fb3,25,9,3,0,0
630e243eed2fc276f7199fb3,26,7,1,4,4
630e243eed2fc276f7199fb3,27,55,12,12,12
630e243eed2fc276f7199fb3,28,161,47,16,16
630e243eed2fc276f7199fb3,29,11,9,0,2
630e243eed2fc276f7199fb3,30,9,7,0,0
630e243eed2fc276f7199fb3,31,152,47,17,21
630e243eed2fc276f7199fb3,32,8,2,2,2
630e243eed2fc276f7199fb3,33,9,4,2,2
630e243eed2fc276f7199fb3,34,8,6,2,2
630e243eed2fc276f7199fb3,35,111,12,47,55
630e243eed2fc276f7199fb3,36,116,24,40,50
630e243eed2fc276f7199fb3,37,395,132,47,59
630e243eed2fc276f7199fb3,38,9,5,2,2
630e243eed2fc276f7199fb3,39,11,6,0,1
630e243eed2fc276f7199fb3,40,9,2,1,5
631bb11a022ba038ef69e7b1,1,512,32,100,146
631bb11a022ba038ef69e7b1,2,849,210,155,197
631bb11a022ba038ef69e7b1,3,712,93,194,256
631bb11a022ba038ef69e7b1,4,608,116,172,220
631bb11a022ba038ef69e7b1,5,95,16,11,15
631bb11a022ba038ef69e7b1,6,222,44,46,60
631bb11a022ba038ef69e7b1,7,478,57,150,198
631bb11a022ba038ef69e7b1,8,88,10,10,26
631bb11a022ba038ef69e7b1,9,308,77,59,69
631bb11a022ba038ef69e7b1,10,96,8,30,38
631bb11a022ba038ef69e7b1,11,244,50,54,80
631bb11a022ba038ef69e7b1,12,334,42,98,126
631bb11a022ba038ef69e7b1,13,624,156,206,252
631bb11a022ba038ef69e7b1,14,240,24,86,100
631bb11a022ba038ef69e7b1,15,346,52,86,106
631bb11a022ba038ef69e7b1,16,59,9,8,16
631bb11a022ba038ef69e7b1,17,45,6,4,4
631bb11a022ba038ef69e7b1,18,114,12,14,22
631bb11a022ba038ef69e7b1,19,203,2,54,82
631bb11a022ba038ef69e7b1,20,582,48,296,344
631bb11a022ba038ef69e7b1,21,528,48,209,253
631bb11a022ba038ef69e7b1,22,353,34,138,158
631bb11a022ba038ef69e7b1,23,113,4,42,52
631bb11a022ba038ef69e7b1,24,358,74,108,130
631bb11a022ba038ef69e7b1,25,462,62,128,168
631bb11a022ba038ef69e7b1,26,448,56,172,212
631bb11a022ba038ef69e7b1,27,144,12,44,52
631bb11a022ba038ef69e7b1,28,502,50,146,184
631bb11a022ba038ef69e7b1,29,416,42,170,188
631bb11a022ba038ef69e7b1,30,455,70,156,180
631bb11a022ba038ef69e7b1,31,228,34,38,48
631bb11a022ba038ef69e7b1,32,269,32,17,27
631bb11a022ba038ef69e7b1,33,163,2,44,48
631bb11a022ba038ef69e7b1,34,299,12,120,140
631bb11a022ba038ef69e7b1,35,304,18,118,132
631bb11a022ba038ef69e7b1,36,377,61,110,132
631bb11a022ba038ef69e7b1,37,533,156,153,191
631bb11a022ba038ef69e7b1,38,801,294,139,191
631bb11a022ba038ef69e7b1,39,95,4,19,23
631bb11a022ba038ef69e7b1,40,329,18,134,142
631bf371cafbcf75cee93374,1,1217,391,84,132
631bf371cafbcf75cee93374,2,2055,891,193,375
631bf371cafbcf75cee93374,3,1671,684,240,354
631bf371cafbcf75cee93374,4,2500,1154,434,546
631bf371cafbcf75cee93374,5,188,13,115,124
631bf371cafbcf75cee93374,6,1244,319,315,404
631bf371cafbcf75cee93374,7,1245,413,191,284
631bf371cafbcf75cee93374,8,173,15,22,32
631bf371cafbcf75cee93374,9,1449,368,355,509
631bf371cafbcf75cee93374,10,432,89,98,137
631bf371cafbcf75cee93374,11,765,91,194,255
631bf371cafbcf75cee93374,12,818,42,340,383
631bf371cafbcf75cee93374,13,2246,428,688,822
631bf371cafbcf75cee93374,14,853,119,287,329
631bf371cafbcf75cee93374,15,759,59,276,310
631bf371cafbcf75cee93374,16,164,17,32,39
631bf371cafbcf75cee93374,17,164,17,30,33
631bf371cafbcf75cee93374,18,459,19,168,184
631bf371cafbcf75cee93374,19,466,15,162,198
631bf371cafbcf75cee93374,20,307,49,99,111
631bf371cafbcf75cee93374,21,1178,229,347,403
631bf371cafbcf75cee93374,22,394,73,117,130
631bf371cafbcf75cee93374,23,37,0,27,29
631bf371cafbcf75cee93374,24,31,6,21,21
631bf371cafbcf75cee93374,25,20,2,6,9
631bf371cafbcf75cee93374,26,18,11,3,3
631bf371cafbcf75cee93374,27,476,88,75,100
631bf371cafbcf75cee93374,28,973,164,369,448
631bf371cafbcf75cee93374,29,1573,608,369,465
631bf371cafbcf75cee93374,30,1860,462,486,669
631bf371cafbcf75cee93374,31,149,36,52,54
631bf371cafbcf75cee93374,32,128,20,22,52
631bf371cafbcf75cee93374,33,24,6,0,3
631bf371cafbcf75cee93374,34,22,3,5,8
631bf371cafbcf75cee93374,35,16,0,5,5
631bf371cafbcf75cee93374,36,76,13,21,26
631bf371cafbcf75cee93374,37,1521,144,567,656
631bf371cafbcf75cee93374,38,2208,444,724,868
631bf371cafbcf75cee93374,39,70,3,25,25
631bf371cafbcf75cee93374,40,319,99,56,73
631bf96cdf83ffb8f4a7fab8,1,478,120,76,107
631bf96cdf83ffb8f4a7fab8,2,836,394,106,174
631bf96cdf83ffb8f4a7fab8,3,525,268,11,37
631bf96cdf83ffb8f4a7fab8,4,1047,618,82,131
631bf96cdf83ffb8f4a7fab8,5,208,47,13,15
631bf96cdf83ffb8f4a7fab8,6,394,164,35,56
631bf96cdf83ffb8f4a7fab8,7,715,305,61,96
631bf96cdf83ffb8f4a7fab8,8,84,18,7,7
631bf96cdf83ffb8f4a7fab8,9,560,208,50,91
631bf96cdf83ffb8f4a7fab8,10,177,40,13,18
631bf96cdf83ffb8f4a7fab8,11,409,129,35,48
631bf96cdf83ffb8f4a7fab8,12,293,93,24,38
631bf96cdf83ffb8f4a7fab8,13,1161,679,87,154
631bf96cdf83ffb8f4a7fab8,14,316,84,39,51
631bf96cdf83ffb8f4a7fab8,15,333,77,27,49
631bf96cdf83ffb8f4a7fab8,16,181,27,9,11
631bf96cdf83ffb8f4a7fab8,17,95,30,4,4
631bf96cdf83ffb8f4a7fab8,18,267,63,18,22
631bf96cdf83ffb8f4a7fab8,19,153,29,16,23
631bf96cdf83ffb8f4a7fab8,20,937,411,89,167
631bf96cdf83ffb8f4a7fab8,21,719,189,171,239
631bf96cdf83ffb8f4a7fab8,22,655,129,166,210
631bf96cdf83ffb8f4a7fab8,23,51,8,3,3
631bf96cdf83ffb8f4a7fab8,24,531,243,42,70
631bf96cdf83ffb8f4a7fab8,25,492,162,43,78
631bf96cdf83ffb8f4a7fab8,26,695,314,79,139
631bf96cdf83ffb8f4a7fab8,27,178,28,33,41
631bf96cdf83ffb8f4a7fab8,28,565,157,88,144
631bf96cdf83ffb8f4a7fab8,29,642,237,132,164
631bf96cdf83ffb8f4a7fab8,30,845,355,118,172
631bf96cdf83ffb8f4a7fab8,31,524,200,69,110
631bf96cdf83ffb8f4a7fab8,32,538,178,93,131
631bf96cdf83ffb8f4a7fab8,33,343,53,67,86
631bf96cdf83ffb8f4a7fab8,34,500,184,71,122
631bf96cdf83ffb8f4a7fab8,35,483,163,56,70
631bf96cdf83ffb8f4a7fab8,36,589,275,71,101
631bf96cdf83ffb8f4a7fab8,37,987,366,168,220
631bf96cdf83ffb8f4a7fab8,38,1001,556,147,233
631bf96cdf83ffb8f4a7fab8,39,395,80,40,70
631bf96cdf83ffb8f4a7fab8,40,549,276,49,90
63254db937c17e8e9200fd54,1,687,284,12,36
63254db937c17e8e9200fd54,2,1317,757,80,130
63254db937c17e8e9200fd54,3,1210,608,44,78
63254db937c17e8e9200fd54,4,1473,966,88,149
63254db937c17e8e9200fd54,5,412,68,16,24
63254db937c17e8e9200fd54,6,947,366,77,143
63254db937c17e8e9200fd54,7,766,280,56,101
63254db937c17e8e9200fd54,8,224,32,2,4
63254db937c17e8e9200fd54,9,967,455,70,120
63254db937c17e8e9200fd54,10,399,104,25,43
63254db937c17e8e9200fd54,11,861,119,94,148
63254db937c17e8e9200fd54,12,718,108,24,47
63254db937c17e8e9200fd54,13,1876,633,65,117
63254db937c17e8e9200fd54,14,652,100,26,44
63254db937c17e8e9200fd54,15,562,98,2,16
63254db937c17e8e9200fd54,16,253,24,3,9
63254db937c17e8e9200fd54,17,148,24,2,4
63254db937c17e8e9200fd54,18,415,74,16,34
63254db937c17e8e9200fd54,19,332,57,4,10
63254db937c17e8e9200fd54,20,1220,509,20,70
63254db937c17e8e9200fd54,21,1026,264,38,94
63254db937c17e8e9200fd54,22,791,259,8,22
63254db937c17e8e9200fd54,23,97,12,0,2
63254db937c17e8e9200fd54,24,905,354,18,42
63254db937c17e8e9200fd54,25,753,211,12,40
63254db937c17e8e9200fd54,26,1092,451,40,82
63254db937c17e8e9200fd54,27,434,67,8,25
63254db937c17e8e9200fd54,28,1021,198,22,54
63254db937c17e8e9200fd54,29,1227,408,20,56
63254db937c17e8e9200fd54,30,1385,406,18,72
63254db937c17e8e9200fd54,31,896,212,32,66
63254db937c17e8e9200fd54,32,587,147,12,26
63254db937c17e8e9200fd54,33,346,52,8,20
63254db937c17e8e9200fd54,34,709,210,18,32
63254db937c17e8e9200fd54,35,613,144,16,28
63254db937c17e8e9200fd54,36,941,257,24,60
63254db937c17e8e9200fd54,37,1175,412,18,50
63254db937c17e8e9200fd54,38,1489,777,32,76
63254db937c17e8e9200fd54,39,283,34,4,15
63254db937c17e8e9200fd54,40,934,243,24,42
632e9aa62793c18a857aece4,1,1644,554,23,86
632e9aa62793c18a857aece4,2,2905,1973,128,287
632e9aa62793c18a857aece4,3,2326,1616,21,57
632e9aa62793c18a857aece4,4,3737,2837,21,105
632e9aa62793c18a857aece4,5,711,148,22,33
632e9aa62793c18a857aece4,6,2166,1478,0,9
632e9aa62793c18a857aece4,7,2052,1477,0,6
632e9aa62793c18a857aece4,8,515,191,0,0
632e9aa62793c18a857aece4,9,2096,1525,0,24
632e9aa62793c18a857aece4,10,520,222,0,26
632e9aa62793c18a857aece4,11,1440,748,42,99
632e9aa62793c18a857aece4,12,1264,683,21,72
632e9aa62793c18a857aece4,13,3392,2796,19,49
632e9aa62793c18a857aece4,14,1548,557,12,50
632e9aa62793c18a857aece4,15,1341,457,15,39
632e9aa62793c18a857aece4,16,452,90,0,0
632e9aa62793c18a857aece4,17,243,36,0,0
632e9aa62793c18a857aece4,18,920,133,0,31
632e9aa62793c18a857aece4,19,792,168,0,3
632e9aa62793c18a857aece4,20,2842,1618,0,3
632e9aa62793c18a857aece4,21,2332,1109,20,56
632e9aa62793c18a857aece4,22,1919,802,0,6
632e9aa62793c18a857aece4,23,244,27,0,0
632e9aa62793c18a857aece4,24,2198,1202,0,8
632e9aa62793c18a857aece4,25,1813,567,0,12
632e9aa62793c18a857aece4,26,2727,1672,3,9
632e9aa62793c18a857aece4,27,965,139,26,71
632e9aa62793c18a857aece4,28,1892,609,11,22
632e9aa62793c18a857aece4,29,2731,1868,18,24
632e9aa62793c18a857aece4,30,2993,1612,20,46
632e9aa62793c18a857aece4,31,3145,474,802,1014
632e9aa62793c18a857aece4,32,1312,541,166,242
632e9aa62793c18a857aece4,33,770,184,43,99
632e9aa62793c18a857aece4,34,2208,1294,125,276
632e9aa62793c18a857aece4,35,1948,885,116,167
632e9aa62793c18a857aece4,36,2204,1359,25,84
632e9aa62793c18a857aece4,37,2592,1992,33,130
632e9aa62793c18a857aece4,38,3626,2869,6,21
632e9aa62793c18a857aece4,39,680,109,0,0
632e9aa62793c18a857aece4,40,2012,1029,18,48
632f7bec7eb646908138c15c,1,623,259,42,57
632f7bec7eb646908138c15c,2,1240,829,120,160
632f7bec7eb646908138c15c,3,869,511,118,134
632f7bec7eb646908138c15c,4,1861,942,384,433
632f7bec7eb646908138c15c,5,304,6,71,73
632f7bec7eb646908138c15c,6,844,112,137,161
632f7bec7eb646908138c15c,7,660,141,88,104
632f7bec7eb646908138c15c,8,174,24,12,16
632f7bec7eb646908138c15c,9,808,357,59,87
632f7bec7eb646908138c15c,10,266,35,54,60
632f7bec7eb646908138c15c,11,541,84,174,191
632f7bec7eb646908138c15c,12,644,53,109,132
632f7bec7eb646908138c15c,13,1241,269,200,227
632f7bec7eb646908138c15c,14,678,184,74,86
632f7bec7eb646908138c15c,15,533,54,102,111
